title,artist,genre
(Far From) Home,Tiga,"electronic, dance, house, electro"
Satisfy,Nero,"electronic, house, techno, electro"
Get Me Off,Basement Jaxx,"electronic, dance, house, techno, electro"
One More Time (Romanthony's Unplugged),Daft Punk,"electronic, pop, house, electro, rnb, french"
Watch The Sun Come Up,Example,"electronic, hip_hop, house, drum_and_bass"
Newman,Vitalic,"electronic, dance, house, techno, electro, french"
Inspection (Check One),Leftfield,"electronic, house, techno"
Healing,Groove Armada,"electronic, chillout, house, downtempo, lounge"
Robot Rock (Soulwax Remix),Daft Punk,"electronic, house, electro"
Watch Out,Alex Gaudino,"dance, house, techno"
Criminal Intent,Robyn,"electronic, pop, dance, house, swedish"
Voodoo Ray,A Guy Called Gerald,"house, techno"
Only Man,Audio Bullys,"electronic, dance, house"
Blurred,Kiasmos,"electronic, ambient, chillout, house"
Glue,Bicep,"electronic, house"
Analogue Bubblebath,Aphex Twin,"electronic, house, electro, idm"
The Shining Path,Thievery Corporation,"electronic, chillout, house, trip_hop, downtempo, lounge"
I Like the Way,BodyRockers,"electronic, dance, house"
Won't Look Back,Duke Dumont,"electronic, pop, dance, house"
Destinations,Gesaffelstein,"electronic, house, techno, electro"
Hot Hands,Darius,"electronic, house"
El Pueblo Unido,Thievery Corporation,"electronic, chillout, house, trip_hop, downtempo, lounge"
Survivors,Selena Gomez,"pop, dance, house, rnb"
All Stars,Martin Solveig,"electronic, pop, dance, house, french"
Theolonius (King Voodoo),The Bloody Beetroots,"electronic, house, techno, electro, oldies"
Voodoo Child,Rogue Traders,"rock, pop, dance, house, pop_rock"
U and I,Vitalic,"electronic, house, techno, electro"
Lovebox,Groove Armada,"electronic, dance, chillout, house, downtempo, lounge"
Wasabi,Little Mix,"pop, dance, house"
Pastoral,Faithless,"electronic, chillout, house, trip_hop, techno"
Beat Control,Tilly and the Wall,"electronic, indie, pop, dance, house"
Outskirts,Booka Shade,"electronic, house, electro, downtempo, lounge"
White Knight Two,Surkin,"electronic, house, electro"
The Things That We Could Share,Groove Armada,"electronic, dance, house, electro"
Ebeneezer Goode,The Shamen,"electronic, dance, 90s, house, techno"
Torted,Paul Kalkbrenner,"electronic, house, techno"
Ease My Mind,Skrillex,house
Big Fun,Inner City,"dance, 80s, house, techno"
Welcome To Planet Sexor,Tiga,"electronic, house, electro"
Soda,Azealia Banks,"house, american"
Hubble,Actress,"electronic, experimental, house, idm"
Pump Up the Volume,M/A/R/R/S,"electronic, dance, 80s, house"
Jacques Your Body (Make Me Sweat),Les Rythmes Digitales,"electronic, dance, house, electro"
To You,Basic Element,"dance, house"
Déjà Vu,Katy Perry,"pop, dance, house"
Machines R Us,Faithless,"electronic, house, trip_hop"
Way Too Long,Audio Bullys,"electronic, house, electro"
Lion,Four Tet,"electronic, indie, experimental, instrumental, british, house, techno, idm"
Huvudet i sanden,Familjen,"electronic, house, electro, synthpop, swedish"
Scientists,Four Tet,"electronic, house"
Cover Girl,RuPaul,"pop, dance, house"
Serve Chilled,Groove Armada,"electronic, chillout, house, downtempo"
Rocket Ride,Felix da Housecat,"electronic, house, electro"
Repetition Kills You,The Black Ghosts,"electronic, dance, house, electro"
Silver Screen Shower Scene,Felix da Housecat,"electronic, dance, house, techno, electro"
"5, 6, 7, 8",Steps,"pop, dance, house, country"
Drum,MØ,"electronic, pop, house"
Miura,Metro Area,"electronic, house, electro"
Money Bag,Cardi B,"rap, hip_hop, house"
Save My Soul,Groove Armada,"electronic, dance, house, techno, downtempo, lounge"
Strike It Up,Black Box,"dance, 90s, house"
Bigger?,Propellerheads,"electronic, house"
Pinnacles,Four Tet,"electronic, house, idm"
Strings of Death,Krazy Baldhead,"electronic, house, electro, french"
Reckless (With Your Love),Azari & III,house
Bankrupt Emotionally,Moloko,"electronic, female_vocalists, house, trip_hop, electro, lounge"
Duke,Booka Shade,"electronic, house, techno, electro, downtempo"
Castles In The Air,Bag Raiders,"dance, house, electro"
Play It Loud,Black Eyed Peas,"pop, dance, hip_hop, house, electro"
Love On My Mind,Freemasons,"dance, house"
No Turning Back,Gui Boratto,"electronic, house, techno"
Final Shakedown,Groove Armada,"electronic, dance, house"
Hallelujah USA,Booka Shade,"electronic, house, techno, electro, downtempo"
Fuck That,Skrillex,"electronic, house"
3 Weeks,Tiga,"electronic, house, electro"
Into Your Eyes,Armand van Helden,"dance, house"
Bruce Lee,Underworld,"electronic, house, trip_hop, techno"
Michael Jackson,Fatboy Slim,"electronic, dance, house, techno"
Take a Ride,Booka Shade,"electronic, house, electro, idm"
On My Horsey,Moloko,"electronic, british, 90s, house, trip_hop, downtempo"
You Were Right,RÜFÜS DU SOL,"electronic, house"
Crispy Bacon,Laurent Garnier,"house, techno, french"
Radio Fireworks,Surkin,"electronic, house, techno, electro, french"
In My Car,Gold Panda,house
3 Play It Cool,Crazy Penis,"chillout, house, downtempo, lounge"
Give Me Every Little Thing,The Juan Maclean,"electronic, dance, house, electro"
Seeya,deadmau5,"electronic, house, chill"
I Hope,Faithless,"electronic, house, trip_hop"
Join Hands,Groove Armada,"electronic, dance, chillout, house, trip_hop, downtempo, lounge"
Two Can Play That Game,Bobby Brown,"pop, dance, 90s, house, rnb"
Samba Magic,Basement Jaxx,"electronic, dance, house"
Romborama (feat. All Leather),The Bloody Beetroots,"electronic, house, electro"
Stay Tuned,Wax Tailor,"electronic, hip_hop, house, trip_hop, electro, downtempo, french"
Prix Choc,Étienne de Crécy,"house, french, lounge"
Addicted To Bass,Puretone,"electronic, pop, female_vocalists, dance, house, drum_and_bass"
Hour of Need,Faithless,"electronic, house, trip_hop"
Aerius Light,Data,"electronic, house, electro, french"
Bear Hug,The 2 Bears,"electronic, alternative, pop, experimental, dance, british, house, male_vocalists"
Move This Mountain,Sophie Ellis-Bextor,"pop, female_vocalists, house, new_age"
Into The Trees (Serenetti Part 3),Trentemøller,"electronic, house, techno"
Better Luck Next Time,Scissor Sisters,"pop, house"
Over And Over,Moloko,"electronic, female_vocalists, chillout, house, trip_hop, lounge"
Hallelujah (club mix),Happy Mondays,house
Mommy Complex,Peaches,"electronic, house, electro"
Music Takes Me Up,Mr. Scruff,"house, trip_hop"
Everything Will Be Alright Tomorrow,Faithless,"electronic, house, trip_hop"
Language,Porter Robinson,"electronic, house, american"
Dusty Boots,Booka Shade,"electronic, house, trip_hop, electro"
Technologic (Vitalic Remix),Daft Punk,"electronic, house, techno, electro"
In My Bones,Groove Armada,"electronic, dance, house, lounge"
Jamaica,Van She,"electronic, house"
Braveheart,Neon Jungle,"pop, dance, house"
The Ballad Of Sexor,Tiga,"electronic, dance, house, electro, synthpop"
Flashmob,Vitalic,"house, techno, electro, french"
Epos,Zedd,house
Minuit Jacuzzi (datA remix),Tepr,"house, electro, french"
Tessio,Luomo,"electronic, house, lounge"
A Ballad to Forget,Soulwax,"rock, electronic, indie, house, electro"
Rosana,Wax,"rap, hip_hop, house, techno"
U Don't Know Me,Basement Jaxx,"electronic, dance, house"
Butterfly 747,Moloko,"electronic, house, trip_hop, idm, drum_and_bass"
Max,The Future Sound of London,"electronic, ambient, chillout, house, idm"
Groovejet (If This Ain't Love),Spiller,"dance, house"
After Dawn,Letherette,"chillout, house"
Solo City,Booka Shade,"electronic, house, electro"
Be Strong,The 2 Bears,"electronic, dance, house"
Leave The World Behind - Radio Edit,Axwell,"electronic, female_vocalists, house"
Mayuri,Gold Panda,"electronic, house, techno"
Last This Day,Faithless,"electronic, chillout, house, electro"
The Magic Key,One-T,"electronic, pop, dance, hip_hop, house, french"
The Sun Rising,The Beloved,"electronic, chillout, 90s, house, synthpop, new_age"
Yeah Yeah,Bodyrox feat. Luciana,"electronic, dance, house, electro"
Swear,Moby,"electronic, ambient, house"
Pogo (Shinichi Osawa Remix),Digitalism,"electronic, house, electro"
Water Under My Bridges,Hird,"chillout, house, downtempo, lounge"
Ups & Downs,Blackbird Blackbird,house
Rocking Music,Martin Solveig,"dance, house"
Don and Sherri,Matthew Dear,"electronic, house, techno, idm"
Energy Flash,Joey Beltram,"house, techno"
Control Me,Booka Shade,"electronic, house"
Five Fathoms,Everything But the Girl,"electronic, house, trip_hop, lounge"
The Situation,Black Eyed Peas,"rock, pop, dance, hip_hop, house"
Song for Shelter,Fatboy Slim,"electronic, house"
Vamos a la Playa,Loona,"pop, dance, house, techno"
Keep On Moving,Audio Bullys,"electronic, hip_hop, house, trip_hop"
By Chance,Sophie Ellis-Bextor,"pop, dance, british, house"
Do It Again (edit),The Chemical Brothers,"electronic, dance, house, techno"
Poney Part I,Vitalic,"electronic, dance, house"
See Me Now,Cassius,"electronic, dance, house, french"
Beat Dis,Bomb the Bass,"electronic, dance, 80s, house"
Schrapnell,Isolée,"electronic, house"
We Are The People (Shazam Remix),Empire of the Sun,"dance, house, electro"
Everybody Everybody,Black Box,"dance, 90s, house"
Guilt Is a Useless Emotion,New Order,"electronic, dance, new_wave, house, post_punk, synthpop"
Overdraft,deadmau5,"electronic, house, techno"
Thief of Hearts,Madonna,"pop, dance, 90s, house"
Intoxicated,Martin Solveig,"electronic, pop, dance, house, beautiful, french"
One More,Yaeji,"electronic, house"
Fire Power,Wolfgang Gartner,house
My Penny,Crookers,"electronic, house, electro"
Technologic (Radio Edit),Daft Punk,"electronic, house, techno"
Quiet Storm,Alex Gopher,"chillout, house, downtempo, lounge"
Another Lonely Night,Adam Lambert,"electronic, pop, house, american"
I Want U,Basement Jaxx,"electronic, dance, house"
Cinema,Benny Benassi,"house, electro"
Save Me Tonight,Goloka,"house, downtempo, lounge"
Go Back Home,FKJ,"house, downtempo"
I Look Into Mid Air,Rex the Dog,"electronic, house, techno, electro"
Eq-ing,Audio Bullys,"electronic, house"
Get Loose,Benny Benassi,"electronic, dance, house, techno"
Zage,Junkie XL,"electronic, dance, house, electro"
I'm in Love,Moby,"electronic, ambient, house"
Molecules,Disclosure,house
Neighborhoods,Matthew Dear,"house, techno"
Blue Song,Mint Royale,"electronic, indie, dance, house"
On the Train,Basement Jaxx,"electronic, dance, house"
Thrill Me,Junior Jack,house
Hot in Herre,Tiga,"electronic, dance, house, techno, electro, cover"
Yo-Yo,Basement Jaxx,"electronic, dance, house"
Natteravn,Rasmus Seebach,"electronic, house"
Everybody's Free (To Feel Good),Rozalla,"dance, 90s, house, techno"
Vacuum Boogie,Floating Points,"electronic, house, techno"
Magenta,Arno Cost & Arias,"dance, house"
Sacramento,Deep Dish,"electronic, dance, house"
Radioman,Afrojack,"dance, house, lounge"
ZDRLT (Rewind),Digitalism,"electronic, house, techno, electro"
Blue Shift,Lemâitre,"electronic, house"
My Culture,1 Giant Leap,"electronic, chillout, house, trip_hop, lounge, chill, new_age"
Lights Go Down,Basement Jaxx,"electronic, house"
Always Be There,Basement Jaxx,"electronic, dance, house, drum_and_bass"
Cross The Dancefloor,Treasure Fingers,"electronic, house"
1981,deadmau5,"electronic, house"
No More Violence,Pnau,"electronic, house"
Chicken Lady,Vitalic,"house, electro, french"
Final,Justice,"electronic, house, french"
Come On Girl,Taio Cruz,"dance, house, rnb"
Yourself,Steve Angello,"house, techno, electro"
Planetary,Booka Shade,"electronic, house, idm"
Exceeder,Mason,"house, techno, electro"
The New Cannonball,Fila Brazillia,"electronic, funk, house, downtempo, lounge"
Where Are We?,Dzihan & Kamien,"chillout, house, downtempo, lounge"
Two Minds,Nero,"electronic, british, house"
Exodus,Congorock,"house, electro"
Move Higher,Sub Focus,"dance, house, electro, drum_and_bass"
U Can't Stop Me,Basement Jaxx,"electronic, dance, house, techno"
Sweetsmoke,Mr. Scruff,"electronic, jazz, instrumental, chillout, house, downtempo, lounge"
Foxxy,Cassius,"house, french"
Ce Jeu (Tepr Remix),Yelle,"house, french"
Canyons,Avicii,house
In Yer Face,808 State,"electronic, dance, 90s, house, techno"
Night Is Young,Nelly Furtado,"pop, dance, house"
Now That I Found You,Britney Spears,"pop, house, country"
Terminal,Gui Boratto,"electronic, house, techno, idm"
A Good Thing,Saint Etienne,"electronic, pop, female_vocalists, dance, house, indie_pop"
So Deep,Kiesza,"electronic, pop, chillout, house, chill"
I'm A Good Man,Martin Solveig,"dance, funk, house, french"
Brain Leech,Alex Gopher,"electronic, house, french"
Let the Drums Speak,Mighty Dub Katz,"electronic, dance, house"
Woman's World,Cher,"pop, dance, house"
Fall Silent,Groove Armada,"electronic, house"
Crazy Legs,Cassius,"electronic, house, techno, electro, french"
Bullit,Watermät,"electronic, instrumental, house, french"
Close To Home,Blue Six,"chillout, house, lounge"
Music Takes You Back,Modjo,"dance, house"
Lights Behind Windows,Llorca,"jazz, house, lounge"
She Likes To Party,Kill the Noise,house
Spaz's House Destruction Party,Anti-Flag,"punk, punk_rock, house"
New Toy,Junkie XL,"electronic, house, electro"
Take 'Em Up,Shit Robot,"dance, house, electro"
Sveglia,Crookers,"house, techno, electro"
Yeyo (feat. Raw Man),The Bloody Beetroots,"house, electro"
Right Hand Hi,Kid Sister,"dance, hip_hop, house, electro"
Stay The Same,AutoKratz,"house, electro"
The Unfallen Kingdom,Gramatik,"electronic, funk, house, polish"
Dreams (Will Come Alive),2 Brothers on the 4th Floor,"dance, 90s, house"
Technologic (Peaches No Logic Remix),Daft Punk,"electronic, house"
What I Mean,Modjo,"electronic, pop, house, french"
The Funk Phenomena,Armand van Helden,"electronic, dance, house"
Grown Apart,Lisa Shaw,"chillout, house, lounge"
Falling Up,Dillon Francis,house
Afterthought,Disclosure,house
Afro Left,Leftfield,"electronic, house, techno"
Keep You Hird,Hird,"chillout, house, lounge"
Chase,Cassius,"electronic, house, electro, french"
Serpent,Actress,"electronic, experimental, house, idm"
Falling Stars,Sunset Strippers,"dance, house"
Need Ur Lovin',Zomby,"house, techno, idm"
The Simple Life,The Juan Maclean,"electronic, house, electro, avant_garde"
Bug Powder Dust,Bomb the Bass,"electronic, chillout, 90s, hip_hop, house"
French,St. Germain,"electronic, chillout, house, techno, french, lounge"
When the Lights Go Down,Armand van Helden,"dance, house"
Comacabana,Booka Shade,"house, downtempo"
Q & A,Fink,"indie, folk, british, acoustic, house, idm, lounge, avant_garde"
Myopia,Moby,"electronic, ambient, house, techno"
Carnt Sleep,Saint Etienne,"pop, 90s, house, trip_hop, downtempo"
Le Champagne,Trentemøller,"electronic, house, techno, electro, lounge"
Midnight Love,Tennishero,"chillout, house, lounge"
Fetish,Far East Movement,"dance, house, lounge"
Greatest Hit,Annie,"electronic, pop, dance, house"
Let You Go,Kaskade,"chillout, house"
Happy Hands & Happy Feet,Dada Life,"electronic, house"
To the Bobmobile,BoBmo,"house, electro, french"
Kidsos,Sebastian Ingrosso,house
Grand Canyon,Tracey Thorn,"electronic, female_vocalists, dance, house"
Wizard,Martin Garrix,"electronic, house"
Colour,Grafton Primary,"electronic, dance, house, electro"
Music And Wine,Blue Six,"house, lounge"
Daddy DJ,Daddy DJ,"dance, house, french"
Sonntag,Robert Babicz,house
Straight No Chaser,Mr Hudson,"electronic, house, male_vocalists"
Nott,Boys Noize,"electronic, house, techno, electro"
$300,Soul Coughing,"rock, alternative, 90s, house"
Monday Massacre,Mr. Oizo,"electronic, house, techno, french, idm"
Tales From The Pigs,Teenage Bad Girl,"electronic, house, electro, french, idm"
Still Going Theme,Still Going,"electronic, house, techno"
Squirt,Fluke,"electronic, ambient, house, techno"
Could This Be Real (Joker Remix),Sub Focus,"house, drum_and_bass"
De Janeiro,R.I.O.,"house, techno"
Fleur,Sepalcure,"house, techno"
It Ain't Me,Kygo,"electronic, pop, dance, house"
Meine,Daso,house
I Can Talk (Moulinex remix),Two Door Cinema Club,"electronic, british, house, beautiful"
Party Weirdo,Moloko,"electronic, house, trip_hop"
Dub Shepherd,Deep Dish,"dance, house"
Yesterday's Gone,Kele,"electronic, indie, house"
Hit The Ceiling,Audio Bullys,"electronic, dance, british, house"
Hey St. Peter (Radio Edit),The Disco Boys,house
Day 'N' Nite (Radio Edit),Kid Cudi,"dance, house"
Rave Is King,Fukkk Offf,"house, electro"
Lost Not Found,Dirty Vegas,"electronic, dance, house, techno"
House Music,Benny Benassi,house
Bruise,The Octopus Project,"electronic, house, chill"
Feel What You Want,Kristine W.,"dance, house"
Första sista,Familjen,"electronic, house, electro, synthpop, swedish"
Snowflakes,White Apple Tree,"electronic, indie, house"
Hun,Mr. Oizo,"electronic, house, techno, electro, french"
It's Okay to Think About Ending,Earlimart,"indie, house"
Fun Fun Fun,Dada Life,"electronic, house, techno, electro"
Grass-Hopper,Lemongrass,"chillout, house, lounge"
Superblind,Robbie Williams,"electronic, alternative, indie, pop, british, house, britpop"
Shy,Matthew Dear,"electronic, house, techno, electro"
We All Wanna Be Prince,Felix da Housecat,"house, electro, synthpop"
I Feel Like,Kaskade,"house, techno, lounge"
DJ,Alphabeat,"pop, dance, house"
Hustle Up,John Dahlbäck,"electronic, house, techno"
Dream Machine,Tesla Boy,"electronic, house"
Everybody's Free,Rozalla,"dance, 90s, house, techno"
Love Sensation,Loleatta Holloway,house
Analog Wormz Sequel,Mr. Oizo,"electronic, house, electro, french"
Strip,Brooke Hogan,"pop, house"
Creation,Stereo MC's,"dance, hip_hop, house"
Hi Friend,deadmau5,"electronic, dance, house, electro"
Frequency,Rex the Dog,"electronic, house, techno, electro"
Breathe You In,Samantha James,"female_vocalists, chillout, house, lounge"
Check It Out,Pete Rock & C.L. Smooth,"hip_hop, house"
